D_MUNICIPIO,D_ESTACION,F_FECHA,x,y,Contaminante,Registro_contaminante,id
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-06,37.34081591397662,-5.830987308079198,PM25,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-06,37.34081591397662,-5.830987308079198,NO2,4.875,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-06,37.34081591397662,-5.830987308079198,O3,37.21875,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-06,37.34081591397662,-5.830987308079198,SO2,3.7083333333333335,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-07,37.34081591397662,-5.830987308079198,PM10,54.101083333333335,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-07,37.34081591397662,-5.830987308079198,PM25,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-07,37.34081591397662,-5.830987308079198,NO2,5.625,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-07,37.34081591397662,-5.830987308079198,O3,30.057291666666664,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-07,37.34081591397662,-5.830987308079198,SO2,3.9166666666666665,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-08,37.34081591397662,-5.830987308079198,PM10,23.634083333333333,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-08,37.34081591397662,-5.830987308079198,PM25,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-08,37.34081591397662,-5.830987308079198,NO2,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-08,37.34081591397662,-5.830987308079198,O3,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-08,37.34081591397662,-5.830987308079198,SO2,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-09,37.34081591397662,-5.830987308079198,PM10,18.874333333333333,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-09,37.34081591397662,-5.830987308079198,PM25,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-09,37.34081591397662,-5.830987308079198,NO2,7.5,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-09,37.34081591397662,-5.830987308079198,O3,52.791666666666664,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-09,37.34081591397662,-5.830987308079198,SO2,5.291666666666667,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-10,37.34081591397662,-5.830987308079198,PM10,24.881541666666667,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-10,37.34081591397662,-5.830987308079198,PM25,NA,1
